timestamp,sender,recipient,subject,size_bytes,attachment,spam_score,action,src_ip,category
2024-03-15 13:53:57,kgreen@aceptech.local,hmurphy@aceptech.local,Agenda for Tomorrow,28241,report.pdf,1.32,Delivered,10.10.50.7,Normal
2024-03-01 10:35:14,wevans@aceptech.local,iwalker@aceptech.local,Meeting Follow-up,10683,invoice.xlsx,0.77,Delivered,10.10.50.7,Normal
2024-03-12 13:29:30,dreed@aceptech.local,lbrown@aceptech.local,Q1 Report,36255,None,1.34,Delivered,10.10.50.7,Normal
2024-03-04 12:44:34,crogers@aceptech.local,fmorgan@aceptech.local,Please Review,21587,None,0.86,Delivered,10.10.50.7,Normal
2024-03-26 16:20:04,jscott@aceptech.local,jsmith@aceptech.local,Agenda for Tomorrow,21636,None,1.48,Delivered,10.10.50.7,Normal
2024-03-24 17:59:04,bmorris@aceptech.local,kjones@aceptech.local,Quick Question,25977,None,0.09,Delivered,10.10.50.7,Normal
2024-03-02 15:07:32,tphillips@aceptech.local,tphillips@aceptech.local,Quick Question,39230,None,0.99,Delivered,10.10.50.7,Normal
2024-03-18 16:15:01,sturner@aceptech.local,jscott@aceptech.local,Agenda for Tomorrow,9995,None,1.09,Delivered,10.10.50.7,Normal
2024-03-17 14:58:09,lward@aceptech.local,wevans@aceptech.local,Project Update,7179,report.pdf,0.72,Delivered,10.10.50.7,Normal
2024-03-18 17:59:59,kgreen@aceptech.local,vparker@aceptech.local,FYI,35829,None,1.31,Delivered,10.10.50.7,Normal
2024-03-09 11:41:38,tphillips@aceptech.local,ibailey@aceptech.local,Invoice Attached,30226,report.pdf,1.41,Delivered,10.10.50.7,Normal
2024-03-14 13:41:08,ocarter@aceptech.local,hrobinson@aceptech.local,Quick Question,5107,invoice.xlsx,1.5,Delivered,10.10.50.7,Normal
2024-03-12 11:56:31,jscott@aceptech.local,gbell@aceptech.local,FYI,41690,invoice.xlsx,0.85,Delivered,10.10.50.7,Normal
2024-03-20 09:10:49,pbrooks@aceptech.local,owatson@aceptech.local,Project Update,12608,None,1.24,Delivered,10.10.50.7,Normal
2024-03-20 12:17:59,glewis@aceptech.local,lward@aceptech.local,FYI,48863,report.pdf,0.46,Delivered,10.10.50.7,Normal
2024-03-06 14:09:59,ibailey@aceptech.local,kjones@aceptech.local,Agenda for Tomorrow,30648,invoice.xlsx,0.28,Delivered,10.10.50.7,Normal
2024-03-10 14:23:00,zstewart@aceptech.local,rsanders@aceptech.local,Team Schedule,42929,report.pdf,1.14,Delivered,10.10.50.7,Normal
2024-03-18 10:25:41,ladams@aceptech.local,kcox@aceptech.local,Agenda for Tomorrow,27607,None,0.03,Delivered,10.10.50.7,Normal
2024-03-29 09:24:38,jsmith@aceptech.local,jrivera@aceptech.local,FYI,38112,invoice.xlsx,0.16,Delivered,10.10.50.7,Normal
2024-03-14 09:35:21,ecook@aceptech.local,mbaker@aceptech.local,FYI,14285,None,1.34,Delivered,10.10.50.7,Normal
2024-03-13 13:19:42,vparker@aceptech.local,lward@aceptech.local,Team Schedule,7589,report.pdf,0.23,Delivered,10.10.50.7,Normal
2024-03-28 12:52:47,nnelson@aceptech.local,yedwards@aceptech.local,Meeting Follow-up,39591,invoice.xlsx,0.27,Delivered,10.10.50.7,Normal
2024-03-19 14:59:28,cwhite@aceptech.local,nwood@aceptech.local,Quick Question,44504,None,0.14,Delivered,10.10.50.7,Normal
2024-03-21 16:13:53,sturner@aceptech.local,zstewart@aceptech.local,FYI,41921,None,0.15,Delivered,10.10.50.7,Normal
2024-03-26 15:26:23,ecook@aceptech.local,eharris@aceptech.local,Agenda for Tomorrow,33341,None,1.38,Delivered,10.10.50.7,Normal
2024-03-18 13:32:17,zstewart@aceptech.local,glewis@aceptech.local,FYI,38008,None,0.94,Delivered,10.10.50.7,Normal
2024-03-28 13:08:27,qperez@aceptech.local,gbell@aceptech.local,Please Review,9995,None,0.6,Delivered,10.10.50.7,Normal
2024-03-07 10:48:45,kcox@aceptech.local,kjones@aceptech.local,Q1 Report,17056,report.pdf,0.02,Delivered,10.10.50.7,Normal
2024-03-27 14:17:08,kgreen@aceptech.local,rroberts@aceptech.local,Action Required,20585,None,0.13,Delivered,10.10.50.7,Normal
2024-03-18 17:38:54,sprice@aceptech.local,lbrown@aceptech.local,Invoice Attached,26652,None,1.41,Delivered,10.10.50.7,Normal
2024-03-22 09:42:49,mbaker@aceptech.local,asanchez@aceptech.local,Team Schedule,24912,None,1.49,Delivered,10.10.50.7,Normal
2024-03-11 14:17:27,mrichardson@aceptech.local,fclark@aceptech.local,Please Review,18704,None,0.05,Delivered,10.10.50.7,Normal
2024-03-29 17:55:23,pbrooks@aceptech.local,rsanders@aceptech.local,Project Update,9175,None,0.17,Delivered,10.10.50.7,Normal
2024-03-13 08:44:34,amartin@aceptech.local,nwood@aceptech.local,Agenda for Tomorrow,40018,report.pdf,0.75,Delivered,10.10.50.7,Normal
2024-03-03 17:28:26,qperez@aceptech.local,jsmith@aceptech.local,Please Review,8286,None,0.88,Delivered,10.10.50.7,Normal
2024-03-29 10:53:02,mbaker@aceptech.local,zstewart@aceptech.local,Please Review,40037,report.pdf,1.16,Delivered,10.10.50.7,Normal
2024-03-20 17:53:07,qkelly@aceptech.local,cwhite@aceptech.local,FYI,13635,None,1.32,Delivered,10.10.50.7,Normal
2024-03-16 14:35:14,qperez@aceptech.local,gbell@aceptech.local,Invoice Attached,18017,invoice.xlsx,0.84,Delivered,10.10.50.7,Normal
2024-03-29 09:58:55,bmorris@aceptech.local,jsmith@aceptech.local,Invoice Attached,40755,None,0.52,Delivered,10.10.50.7,Normal
2024-03-28 13:28:37,asanchez@aceptech.local,fmorgan@aceptech.local,Please Review,41436,None,0.04,Delivered,10.10.50.7,Normal
2024-03-20 10:11:54,gbell@aceptech.local,nnelson@aceptech.local,Invoice Attached,46799,None,1.48,Delivered,10.10.50.7,Normal
2024-03-15 15:50:20,mwilson@aceptech.local,ocarter@aceptech.local,Team Schedule,16382,None,0.41,Delivered,10.10.50.7,Normal
2024-03-06 15:42:42,dlee@aceptech.local,yedwards@aceptech.local,Action Required,27770,None,0.17,Delivered,10.10.50.7,Normal
2024-03-10 13:13:42,fmorgan@aceptech.local,lward@aceptech.local,Agenda for Tomorrow,11199,invoice.xlsx,0.55,Delivered,10.10.50.7,Normal
2024-03-21 15:05:03,nnelson@aceptech.local,xcollins@aceptech.local,Team Schedule,23832,None,0.84,Delivered,10.10.50.7,Normal
2024-03-02 17:34:25,jsmith@aceptech.local,nnelson@aceptech.local,Q1 Report,12291,None,1.31,Delivered,10.10.50.7,Normal
2024-03-01 08:58:45,dlee@aceptech.local,kgreen@aceptech.local,Action Required,24349,None,0.3,Delivered,10.10.50.7,Normal
2024-03-11 13:01:32,owatson@aceptech.local,nwood@aceptech.local,Please Review,23161,None,0.12,Delivered,10.10.50.7,Normal
2024-03-27 09:20:53,ecook@aceptech.local,jrivera@aceptech.local,Quick Question,13433,None,0.45,Delivered,10.10.50.7,Normal
2024-03-05 14:59:18,kjones@aceptech.local,asanchez@aceptech.local,Action Required,15110,invoice.xlsx,0.03,Delivered,10.10.50.7,Normal
2024-03-03 15:13:07,kgreen@aceptech.local,ocarter@aceptech.local,Agenda for Tomorrow,38963,None,0.59,Delivered,10.10.50.7,Normal
2024-03-07 16:09:59,ecook@aceptech.local,eharris@aceptech.local,Invoice Attached,12247,invoice.xlsx,0.7,Delivered,10.10.50.7,Normal
2024-03-08 17:35:14,kgreen@aceptech.local,kjones@aceptech.local,Team Schedule,37854,None,0.6,Delivered,10.10.50.7,Normal
2024-03-25 10:04:20,lbrown@aceptech.local,lbrown@aceptech.local,Q1 Report,27701,None,0.42,Delivered,10.10.50.7,Normal
2024-03-29 15:57:12,yedwards@aceptech.local,rroberts@aceptech.local,Action Required,9101,None,1.46,Delivered,10.10.50.7,Normal
2024-03-07 12:36:18,mwilson@aceptech.local,crogers@aceptech.local,FYI,31588,None,1.28,Delivered,10.10.50.7,Normal
2024-03-27 09:14:07,xcollins@aceptech.local,ptaylor@aceptech.local,Please Review,34300,report.pdf,0.86,Delivered,10.10.50.7,Normal
2024-03-21 08:34:51,wevans@aceptech.local,rroberts@aceptech.local,Q1 Report,24679,None,0.6,Delivered,10.10.50.7,Normal
2024-03-16 15:35:07,pbrooks@aceptech.local,glewis@aceptech.local,Agenda for Tomorrow,37642,None,0.26,Delivered,10.10.50.7,Normal
2024-03-21 12:29:24,yedwards@aceptech.local,rsanders@aceptech.local,Meeting Follow-up,35807,None,0.78,Delivered,10.10.50.7,Normal
2024-03-04 12:09:47,kgreen@aceptech.local,fclark@aceptech.local,Agenda for Tomorrow,14738,None,0.95,Delivered,10.10.50.7,Normal
2024-03-07 17:27:06,ocarter@aceptech.local,rthompson@aceptech.local,Please Review,45563,report.pdf,0.66,Delivered,10.10.50.7,Normal
2024-03-01 08:09:17,dreed@aceptech.local,ecook@aceptech.local,Quick Question,16883,report.pdf,0.1,Delivered,10.10.50.7,Normal
2024-03-07 15:49:04,rsanders@aceptech.local,kjones@aceptech.local,Agenda for Tomorrow,24662,report.pdf,1.08,Delivered,10.10.50.7,Normal
2024-03-29 12:34:23,nnelson@aceptech.local,amartin@aceptech.local,Q1 Report,36813,None,0.38,Delivered,10.10.50.7,Normal
2024-03-23 11:46:48,rroberts@aceptech.local,gbell@aceptech.local,Team Schedule,8916,report.pdf,0.45,Delivered,10.10.50.7,Normal
2024-03-30 15:38:32,ucampbell@aceptech.local,qkelly@aceptech.local,Quick Question,48960,None,0.03,Delivered,10.10.50.7,Normal
2024-03-22 13:39:47,dreed@aceptech.local,jscott@aceptech.local,Agenda for Tomorrow,47790,invoice.xlsx,0.44,Delivered,10.10.50.7,Normal
2024-03-06 17:43:59,yedwards@aceptech.local,yedwards@aceptech.local,Please Review,48566,None,0.49,Delivered,10.10.50.7,Normal
2024-03-20 15:39:28,tphillips@aceptech.local,ucampbell@aceptech.local,Team Schedule,17510,None,0.62,Delivered,10.10.50.7,Normal
2024-03-13 14:40:43,jrivera@aceptech.local,jscott@aceptech.local,Action Required,10600,None,1.1,Delivered,10.10.50.7,Normal
2024-03-13 17:34:36,crogers@aceptech.local,fclark@aceptech.local,Quick Question,7003,None,0.97,Delivered,10.10.50.7,Normal
2024-03-26 17:21:28,ladams@aceptech.local,mbaker@aceptech.local,Q1 Report,32548,report.pdf,0.43,Delivered,10.10.50.7,Normal
2024-03-18 08:38:45,gbell@aceptech.local,ucampbell@aceptech.local,Invoice Attached,7531,invoice.xlsx,1.46,Delivered,10.10.50.7,Normal
2024-03-29 14:13:51,iwalker@aceptech.local,sturner@aceptech.local,Invoice Attached,22005,report.pdf,1.16,Delivered,10.10.50.7,Normal
2024-03-08 15:36:07,kcox@aceptech.local,mrichardson@aceptech.local,Project Update,28862,None,0.36,Delivered,10.10.50.7,Normal
2024-03-11 17:32:58,mwilson@aceptech.local,gbell@aceptech.local,Meeting Follow-up,39066,None,0.48,Delivered,10.10.50.7,Normal
2024-03-11 10:42:37,qperez@aceptech.local,nwood@aceptech.local,Team Schedule,16438,invoice.xlsx,0.45,Delivered,10.10.50.7,Normal
2024-03-23 12:44:23,qperez@aceptech.local,ptaylor@aceptech.local,Agenda for Tomorrow,23877,report.pdf,0.46,Delivered,10.10.50.7,Normal
2024-03-20 16:20:05,tphillips@aceptech.local,mbaker@aceptech.local,Meeting Follow-up,28805,None,0.64,Delivered,10.10.50.7,Normal
2024-03-10 12:24:11,mbaker@aceptech.local,mbaker@aceptech.local,Q1 Report,29463,None,0.33,Delivered,10.10.50.7,Normal
2024-03-22 15:26:43,dreed@aceptech.local,rsanders@aceptech.local,Project Update,46227,None,0.02,Delivered,10.10.50.7,Normal
2024-03-08 09:24:08,dlee@aceptech.local,gbell@aceptech.local,Action Required,18415,invoice.xlsx,0.38,Delivered,10.10.50.7,Normal
2024-03-28 14:28:46,jrivera@aceptech.local,mrichardson@aceptech.local,Quick Question,11509,report.pdf,0.18,Delivered,10.10.50.7,Normal
2024-03-18 13:44:01,mrichardson@aceptech.local,lbrown@aceptech.local,Agenda for Tomorrow,8474,None,0.97,Delivered,10.10.50.7,Normal
2024-03-27 11:46:24,amartin@aceptech.local,jscott@aceptech.local,Action Required,49160,None,1.21,Delivered,10.10.50.7,Normal
2024-03-16 17:39:35,sprice@aceptech.local,hrobinson@aceptech.local,Please Review,17847,None,0.93,Delivered,10.10.50.7,Normal
2024-03-14 17:11:03,fmorgan@aceptech.local,ocarter@aceptech.local,Invoice Attached,35670,report.pdf,1.4,Delivered,10.10.50.7,Normal
2024-03-03 12:22:38,ladams@aceptech.local,wevans@aceptech.local,Action Required,43807,report.pdf,0.82,Delivered,10.10.50.7,Normal
2024-03-09 08:29:20,hrobinson@aceptech.local,hrobinson@aceptech.local,Please Review,41599,None,1.33,Delivered,10.10.50.7,Normal
2024-03-27 09:33:00,kgreen@aceptech.local,yedwards@aceptech.local,Agenda for Tomorrow,20836,invoice.xlsx,1.34,Delivered,10.10.50.7,Normal
2024-03-10 13:28:00,lward@aceptech.local,bmorris@aceptech.local,Meeting Follow-up,25347,report.pdf,1.38,Delivered,10.10.50.7,Normal
2024-03-08 11:08:35,tphillips@aceptech.local,eharris@aceptech.local,Team Schedule,35708,None,1.27,Delivered,10.10.50.7,Normal
2024-03-10 16:50:42,rsanders@aceptech.local,wevans@aceptech.local,Quick Question,12050,None,1.01,Delivered,10.10.50.7,Normal
2024-03-28 09:02:28,vparker@aceptech.local,ecook@aceptech.local,FYI,6906,report.pdf,0.42,Delivered,10.10.50.7,Normal
2024-03-02 09:11:22,jrivera@aceptech.local,tphillips@aceptech.local,Project Update,5216,None,0.42,Delivered,10.10.50.7,Normal
2024-03-23 17:31:39,bmorris@aceptech.local,hmurphy@aceptech.local,Meeting Follow-up,18754,None,1.11,Delivered,10.10.50.7,Normal
2024-03-21 16:06:11,cwhite@aceptech.local,tphillips@aceptech.local,Project Update,23389,invoice.xlsx,1.21,Delivered,10.10.50.7,Normal
2024-03-03 16:35:39,dlee@aceptech.local,eharris@aceptech.local,Project Update,22402,invoice.xlsx,0.67,Delivered,10.10.50.7,Normal
2024-03-03 17:07:53,ptaylor@aceptech.local,iwalker@aceptech.local,Project Update,25424,None,0.12,Delivered,10.10.50.7,Normal
2024-03-01 11:58:08,sprice@aceptech.local,qperez@aceptech.local,FYI,34545,invoice.xlsx,0.15,Delivered,10.10.50.7,Normal
2024-03-23 17:03:07,nwood@aceptech.local,ptaylor@aceptech.local,Action Required,29050,None,1.38,Delivered,10.10.50.7,Normal
2024-03-09 09:52:58,ptaylor@aceptech.local,mbaker@aceptech.local,Action Required,9032,report.pdf,0.94,Delivered,10.10.50.7,Normal
2024-03-10 13:50:48,pmitchell@aceptech.local,ladams@aceptech.local,Invoice Attached,8542,None,1.47,Delivered,10.10.50.7,Normal
2024-03-17 09:04:42,sturner@aceptech.local,iwalker@aceptech.local,Project Update,30160,None,1.18,Delivered,10.10.50.7,Normal
2024-03-20 12:43:25,gbell@aceptech.local,ptaylor@aceptech.local,Meeting Follow-up,27719,report.pdf,0.37,Delivered,10.10.50.7,Normal
2024-03-02 10:47:24,kcox@aceptech.local,gbell@aceptech.local,FYI,18222,invoice.xlsx,0.63,Delivered,10.10.50.7,Normal
2024-03-09 08:56:44,rthompson@aceptech.local,mrichardson@aceptech.local,Meeting Follow-up,22704,None,1.18,Delivered,10.10.50.7,Normal
2024-03-27 08:13:43,rsanders@aceptech.local,xcollins@aceptech.local,Quick Question,35783,invoice.xlsx,0.09,Delivered,10.10.50.7,Normal
2024-03-10 08:17:27,amartin@aceptech.local,pbrooks@aceptech.local,Please Review,40537,invoice.xlsx,0.94,Delivered,10.10.50.7,Normal
2024-03-12 15:55:55,mwilson@aceptech.local,ptaylor@aceptech.local,Project Update,21221,None,1.04,Delivered,10.10.50.7,Normal
2024-03-13 10:24:31,sturner@aceptech.local,qperez@aceptech.local,Agenda for Tomorrow,34138,report.pdf,0.96,Delivered,10.10.50.7,Normal
2024-03-18 15:36:02,fmorgan@aceptech.local,eharris@aceptech.local,Q1 Report,33174,None,1.1,Delivered,10.10.50.7,Normal
2024-03-29 10:13:52,lward@aceptech.local,asanchez@aceptech.local,Please Review,40455,invoice.xlsx,1.2,Delivered,10.10.50.7,Normal
2024-03-20 10:27:00,jrivera@aceptech.local,yedwards@aceptech.local,Agenda for Tomorrow,47574,report.pdf,0.29,Delivered,10.10.50.7,Normal
2024-03-05 11:06:53,wevans@aceptech.local,jsmith@aceptech.local,FYI,16882,None,1.16,Delivered,10.10.50.7,Normal
2024-03-23 10:56:27,tphillips@aceptech.local,pbrooks@aceptech.local,Agenda for Tomorrow,17614,None,0.65,Delivered,10.10.50.7,Normal
2024-03-21 14:22:36,crogers@aceptech.local,asanchez@aceptech.local,Team Schedule,22866,invoice.xlsx,0.19,Delivered,10.10.50.7,Normal
2024-03-24 17:41:54,dlee@aceptech.local,rroberts@aceptech.local,Invoice Attached,11033,report.pdf,0.37,Delivered,10.10.50.7,Normal
2024-03-03 14:42:25,iwalker@aceptech.local,jscott@aceptech.local,FYI,35367,None,0.95,Delivered,10.10.50.7,Normal
2024-03-30 11:37:52,jscott@aceptech.local,jsmith@aceptech.local,Action Required,7469,None,0.02,Delivered,10.10.50.7,Normal
2024-03-20 16:12:13,vparker@aceptech.local,rthompson@aceptech.local,Q1 Report,20492,report.pdf,1.03,Delivered,10.10.50.7,Normal
2024-03-27 13:04:06,ladams@aceptech.local,jrivera@aceptech.local,Please Review,40981,None,1.48,Delivered,10.10.50.7,Normal
2024-03-20 09:57:33,crogers@aceptech.local,qkelly@aceptech.local,Agenda for Tomorrow,19191,None,0.2,Delivered,10.10.50.7,Normal
2024-03-27 17:46:33,nwood@aceptech.local,nnelson@aceptech.local,Action Required,47208,None,1.32,Delivered,10.10.50.7,Normal
2024-03-13 08:15:00,iwalker@aceptech.local,qperez@aceptech.local,Team Schedule,38199,invoice.xlsx,0.03,Delivered,10.10.50.7,Normal
2024-03-21 11:56:53,gbell@aceptech.local,eharris@aceptech.local,Quick Question,30788,None,0.38,Delivered,10.10.50.7,Normal
2024-03-03 08:36:26,tphillips@aceptech.local,cwhite@aceptech.local,Project Update,46932,None,0.59,Delivered,10.10.50.7,Normal
2024-03-09 12:29:41,fclark@aceptech.local,mrichardson@aceptech.local,Agenda for Tomorrow,27098,report.pdf,0.9,Delivered,10.10.50.7,Normal
2024-03-08 15:50:36,nnelson@aceptech.local,qperez@aceptech.local,Invoice Attached,15145,report.pdf,0.89,Delivered,10.10.50.7,Normal
2024-03-10 15:39:40,fclark@aceptech.local,mrichardson@aceptech.local,Invoice Attached,27978,report.pdf,0.96,Delivered,10.10.50.7,Normal
2024-03-26 14:24:48,rroberts@aceptech.local,eharris@aceptech.local,FYI,33247,None,0.06,Delivered,10.10.50.7,Normal
2024-03-28 17:29:13,owatson@aceptech.local,yedwards@aceptech.local,Q1 Report,41236,None,1.28,Delivered,10.10.50.7,Normal
2024-03-11 08:30:55,qkelly@aceptech.local,ecook@aceptech.local,Please Review,14896,None,0.82,Delivered,10.10.50.7,Normal
2024-03-06 15:41:18,cwhite@aceptech.local,kjones@aceptech.local,Action Required,28056,None,1.42,Delivered,10.10.50.7,Normal
2024-03-21 15:05:42,ibailey@aceptech.local,ocarter@aceptech.local,Meeting Follow-up,44787,invoice.xlsx,0.95,Delivered,10.10.50.7,Normal
2024-03-05 08:19:09,lbrown@aceptech.local,vparker@aceptech.local,Q1 Report,31244,report.pdf,1.45,Delivered,10.10.50.7,Normal
2024-03-29 10:49:00,ecook@aceptech.local,ecook@aceptech.local,FYI,26804,None,1.31,Delivered,10.10.50.7,Normal
2024-03-18 14:03:22,zstewart@aceptech.local,qperez@aceptech.local,Agenda for Tomorrow,19411,None,0.19,Delivered,10.10.50.7,Normal
2024-03-23 11:23:45,hmurphy@aceptech.local,mrichardson@aceptech.local,Quick Question,42820,invoice.xlsx,0.83,Delivered,10.10.50.7,Normal
2024-03-03 13:27:48,rsanders@aceptech.local,owatson@aceptech.local,Invoice Attached,38253,invoice.xlsx,1.12,Delivered,10.10.50.7,Normal
2024-03-22 12:33:14,zstewart@aceptech.local,iwalker@aceptech.local,FYI,23344,invoice.xlsx,1.05,Delivered,10.10.50.7,Normal
2024-03-16 11:15:47,ecook@aceptech.local,jsmith@aceptech.local,Please Review,31254,report.pdf,1.11,Delivered,10.10.50.7,Normal
2024-03-03 08:57:18,sturner@aceptech.local,pbrooks@aceptech.local,Invoice Attached,28378,report.pdf,1.41,Delivered,10.10.50.7,Normal
2024-03-25 15:37:50,jrivera@aceptech.local,hrobinson@aceptech.local,Action Required,39913,None,0.19,Delivered,10.10.50.7,Normal
2024-03-10 09:16:24,kcox@aceptech.local,fmorgan@aceptech.local,Meeting Follow-up,37414,None,1.02,Delivered,10.10.50.7,Normal
2024-03-21 14:27:27,kcox@aceptech.local,hrobinson@aceptech.local,Agenda for Tomorrow,10561,None,0.07,Delivered,10.10.50.7,Normal
2024-03-07 16:10:28,amartin@aceptech.local,nnelson@aceptech.local,Action Required,6905,None,0.8,Delivered,10.10.50.7,Normal
2024-03-20 16:03:56,qperez@aceptech.local,nwood@aceptech.local,Meeting Follow-up,5732,None,0.2,Delivered,10.10.50.7,Normal
2024-03-20 08:57:18,mrichardson@aceptech.local,lward@aceptech.local,Agenda for Tomorrow,15340,report.pdf,0.17,Delivered,10.10.50.7,Normal
2024-03-21 12:33:27,mwilson@aceptech.local,fclark@aceptech.local,Meeting Follow-up,36164,report.pdf,0.18,Delivered,10.10.50.7,Normal
2024-03-01 13:49:05,jscott@aceptech.local,lbrown@aceptech.local,FYI,23690,None,1.4,Delivered,10.10.50.7,Normal
2024-03-18 13:34:31,jrivera@aceptech.local,iwalker@aceptech.local,FYI,17309,None,0.1,Delivered,10.10.50.7,Normal
2024-03-12 14:22:54,kjones@aceptech.local,pbrooks@aceptech.local,Agenda for Tomorrow,31812,invoice.xlsx,0.04,Delivered,10.10.50.7,Normal
2024-03-28 12:18:06,pmitchell@aceptech.local,rthompson@aceptech.local,Agenda for Tomorrow,43375,report.pdf,0.12,Delivered,10.10.50.7,Normal
2024-03-25 09:13:26,crogers@aceptech.local,asanchez@aceptech.local,Quick Question,49331,None,0.78,Delivered,10.10.50.7,Normal
2024-03-19 13:06:43,mbaker@aceptech.local,nnelson@aceptech.local,Invoice Attached,26510,None,0.8,Delivered,10.10.50.7,Normal
2024-03-19 16:39:55,tphillips@aceptech.local,vparker@aceptech.local,Invoice Attached,38731,None,1.01,Delivered,10.10.50.7,Normal
2024-03-19 17:01:22,nnelson@aceptech.local,nnelson@aceptech.local,FYI,17757,invoice.xlsx,0.17,Delivered,10.10.50.7,Normal
2024-03-01 09:56:44,gbell@aceptech.local,dreed@aceptech.local,Invoice Attached,48177,None,1.37,Delivered,10.10.50.7,Normal
2024-03-23 15:16:25,jrivera@aceptech.local,ibailey@aceptech.local,Meeting Follow-up,10961,invoice.xlsx,0.5,Delivered,10.10.50.7,Normal
2024-03-14 15:49:44,ucampbell@aceptech.local,crogers@aceptech.local,Quick Question,44663,None,0.89,Delivered,10.10.50.7,Normal
2024-03-03 15:38:14,jscott@aceptech.local,vparker@aceptech.local,Invoice Attached,23933,None,0.63,Delivered,10.10.50.7,Normal
2024-03-08 13:22:33,fmorgan@aceptech.local,lward@aceptech.local,Quick Question,20744,report.pdf,0.44,Delivered,10.10.50.7,Normal
2024-03-19 14:52:14,ptaylor@aceptech.local,kcox@aceptech.local,Q1 Report,37669,None,0.02,Delivered,10.10.50.7,Normal
2024-03-29 17:35:24,cwhite@aceptech.local,yedwards@aceptech.local,Meeting Follow-up,17205,report.pdf,0.51,Delivered,10.10.50.7,Normal
2024-03-09 12:54:17,hmurphy@aceptech.local,amartin@aceptech.local,FYI,16655,None,0.86,Delivered,10.10.50.7,Normal
2024-03-06 09:22:07,qkelly@aceptech.local,kcox@aceptech.local,Quick Question,26677,None,1.15,Delivered,10.10.50.7,Normal
2024-03-09 10:31:10,asanchez@aceptech.local,vparker@aceptech.local,Project Update,41698,None,0.86,Delivered,10.10.50.7,Normal
2024-03-05 17:26:43,tphillips@aceptech.local,ucampbell@aceptech.local,Project Update,26239,invoice.xlsx,1.23,Delivered,10.10.50.7,Normal
2024-03-26 17:46:04,yedwards@aceptech.local,owatson@aceptech.local,Project Update,32757,None,1.38,Delivered,10.10.50.7,Normal
2024-03-01 17:02:53,fmorgan@aceptech.local,kjones@aceptech.local,Meeting Follow-up,6655,None,0.37,Delivered,10.10.50.7,Normal
2024-03-26 10:48:14,fmorgan@aceptech.local,mbaker@aceptech.local,Team Schedule,31191,invoice.xlsx,0.87,Delivered,10.10.50.7,Normal
2024-03-24 09:48:42,mbaker@aceptech.local,dlee@aceptech.local,Meeting Follow-up,26058,report.pdf,0.38,Delivered,10.10.50.7,Normal
2024-03-24 16:54:52,ecook@aceptech.local,fmorgan@aceptech.local,Action Required,30569,None,0.69,Delivered,10.10.50.7,Normal
2024-03-12 10:50:07,mbaker@aceptech.local,ibailey@aceptech.local,Q1 Report,12925,invoice.xlsx,0.1,Delivered,10.10.50.7,Normal
2024-03-09 17:07:12,rthompson@aceptech.local,qkelly@aceptech.local,Project Update,19703,None,1.21,Delivered,10.10.50.7,Normal
2024-03-17 10:03:43,hmurphy@aceptech.local,rsanders@aceptech.local,Project Update,27707,None,0.07,Delivered,10.10.50.7,Normal
2024-03-09 10:48:55,jscott@aceptech.local,mrichardson@aceptech.local,Action Required,22219,None,0.16,Delivered,10.10.50.7,Normal
2024-03-06 13:40:29,rthompson@aceptech.local,mwilson@aceptech.local,Team Schedule,17049,None,1.28,Delivered,10.10.50.7,Normal
2024-03-18 12:31:05,pmitchell@aceptech.local,cwhite@aceptech.local,Q1 Report,42244,report.pdf,0.11,Delivered,10.10.50.7,Normal
2024-03-06 17:50:34,gbell@aceptech.local,pbrooks@aceptech.local,FYI,39284,None,0.43,Delivered,10.10.50.7,Normal
2024-03-20 15:01:55,mwilson@aceptech.local,glewis@aceptech.local,Action Required,48906,invoice.xlsx,0.28,Delivered,10.10.50.7,Normal
2024-03-28 10:22:45,sturner@aceptech.local,cwhite@aceptech.local,Q1 Report,23500,invoice.xlsx,0.06,Delivered,10.10.50.7,Normal
2024-03-18 13:57:31,jrivera@aceptech.local,rsanders@aceptech.local,Team Schedule,30759,report.pdf,1.43,Delivered,10.10.50.7,Normal
2024-03-30 13:07:37,eharris@aceptech.local,pbrooks@aceptech.local,Invoice Attached,26018,None,0.53,Delivered,10.10.50.7,Normal
2024-03-23 09:28:35,jrivera@aceptech.local,ecook@aceptech.local,Q1 Report,8765,None,1.43,Delivered,10.10.50.7,Normal
2024-03-21 13:50:07,yedwards@aceptech.local,asanchez@aceptech.local,Meeting Follow-up,14276,report.pdf,0.73,Delivered,10.10.50.7,Normal
2024-03-10 16:02:24,lbrown@aceptech.local,xcollins@aceptech.local,FYI,41932,report.pdf,0.06,Delivered,10.10.50.7,Normal
2024-03-26 15:31:39,kcox@aceptech.local,ecook@aceptech.local,Agenda for Tomorrow,34410,None,1.49,Delivered,10.10.50.7,Normal
2024-03-09 11:10:33,jscott@aceptech.local,rroberts@aceptech.local,FYI,17670,None,1.06,Delivered,10.10.50.7,Normal
2024-03-29 13:36:03,sprice@aceptech.local,sprice@aceptech.local,FYI,46455,report.pdf,0.02,Delivered,10.10.50.7,Normal
2024-03-19 08:11:46,pmitchell@aceptech.local,mwilson@aceptech.local,Meeting Follow-up,23354,invoice.xlsx,0.34,Delivered,10.10.50.7,Normal
2024-03-08 11:24:29,hrobinson@aceptech.local,xcollins@aceptech.local,Invoice Attached,29216,None,1.11,Delivered,10.10.50.7,Normal
